base_qsub.sh.o2558214:DATA, 1, 1, 5867755.169000
base_qsub.sh.o2558215:DATA, 1, 1, 5859280.746000
base_qsub.sh.o2558216:DATA, 1, 1, 6424992.005000
base_qsub.sh.o2558217:DATA, 1, 1, 6415012.288000
base_qsub.sh.o2558218:DATA, 1, 1, 6442890.049000
base_qsub.sh.o2558219:DATA, 1, 1, 6432940.929000
base_qsub.sh.o2558220:DATA, 1, 1, 6086670.140000
base_qsub.sh.o2558221:DATA, 1, 1, 6121067.262000
base_qsub.sh.o2558222:DATA, 1, 1, 7083612.984000
base_qsub.sh.o2558223:DATA, 1, 1, 7077397.950000
